2020-10-23,UNM,Unum Group,23.23,-1.08,-4.44%,5699000,2528000,4731000000
2020-10-23,MDT,Medtronic plc,111.33,-3.44,-3.00%,7315000,4400000,149852000000
2020-10-23,LYFT,"Lyft, Inc.",44.46,-1.76,-3.81%,5631000,9646000,14117000000
2020-10-23,SKLZ,Skillz Inc.,27.62,+1.00,+3.76%,5611000,4711000,10214000000
2020-10-23,OPEN,Opendoor Technologies Inc.,26.12,+1.10,+4.40%,5604000,4423000,14220000000
2020-10-23,VOD,Vodafone Group Plc,17.15,-0.36,-2.06%,5599000,3740000,45971000000
2020-10-23,WU,The Western Union Company,22.27,-0.66,-2.88%,5581000,4701000,9156000000
2020-10-23,GLW,Corning Incorporated,35.87,-0.57,-1.56%,5566000,3977000,27441000000
2020-10-23,FISV,"Fiserv, Inc.",102.69,-2.56,-2.43%,5524000,4369000,68661000000
2020-10-23,FTCH,Farfetch Limited,61.24,+0.52,+0.86%,5558000,5960000,20814000000
2020-10-23,EQH,"Equitable Holdings, Inc.",24.78,-0.71,-2.79%,5417000,3113000,11019000000
2020-10-23,NOV,NOV Inc.,12.38,-0.24,-1.90%,5503000,6004000,4807000000
2020-10-23,CRON,Cronos Group Inc.,10.35,-0.13,-1.24%,5437000,6560000,3664000000
2020-10-23,RCL,Royal Caribbean Group,65,-4.05,-5.87%,5373000,5364000,15430000000
2020-10-23,SAVE,"Spirit Airlines, Inc.",25.94,-0.77,-2.88%,5341000,7211000,2534000000
2020-10-23,BLDP,Ballard Power Systems Inc.,34.17,+0.17,+0.50%,5248000,6294000,9607000000
2020-10-23,AFL,Aflac Incorporated,45.18,-0.94,-2.04%,4993000,4009000.0000000005,31736000000
2020-10-23,DHI,"D.R. Horton, Inc.",76.8,0.00,0.00%,5071000,3277000,27932000000
2020-10-23,MET,"MetLife, Inc.",48.15,-1.42,-2.86%,6852000,5815000,43333000000
2020-10-23,NI,NiSource Inc.,22.15,-0.02,-0.09%,5159000,3068000,8488000000
2020-10-23,UMPQ,Umpqua Holdings Corporation,14.51,-0.67,-4.41%,5148000,1505000,3195000000
2020-10-23,GOEV,Canoo Inc.,15.07,-0.40,-2.59%,5121000,4676000,3551000000
2020-10-23,GSK,GlaxoSmithKline plc,37.25,-0.78,-2.05%,5114000,4821000,93669000000
2020-10-23,PAA,"Plains All American Pipeline, L.P.",8.37,-0.21,-2.45%,5076000,6289000,6097000000
2020-10-23,AXP,American Express Company,116.26,-2.71,-2.28%,4572000,4340000,93613000000
2020-10-23,NRZ,New Residential Investment Corp.,9.39,-0.37,-3.79%,5005000,4335000,3904000000
